,batting_team,bowling_team,wicket_fallen,score,target,runs_prev_5,wick_prev_5,balls_left,venue,req
26162,RCB,MI,2,60,184,36.0,1.0,75,Dr DY Patil Sports Academy,124
85108,SRH,MI,0,20,170,38.45717232572607,1.3591565436626174,104,Wankhede Stadium,150
49843,PWI,KKR,3,39,152,19.0,2.0,76,Subrata Roy Sahara Stadium,113
18578,KKR,CSK,1,93,188,35.0,0.0,52,Others,95
44231,KKR,RR,2,36,144,38.45717232572607,1.3591565436626174,90,Sawai Mansingh Stadium,108
52186,CSK,MI,8,73,148,23.0,2.0,37,Eden Gardens,75
81227,KKR,RCB,1,43,210,38.45717232572607,1.3591565436626174,97,M Chinnaswamy Stadium,167
65751,KKR,DC,0,43,98,43.0,0.0,88,Eden Gardens,55
17499,MI,KXIP,2,100,119,43.0,0.0,42,Others,19
40400,RCB,HDC,0,71,181,45.0,0.0,66,M Chinnaswamy Stadium,110
44359,DC,MI,2,56,209,46.0,1.0,79,Wankhede Stadium,153
23494,KXIP,KKR,1,71,200,55.0,1.0,82,Eden Gardens,129
70348,DC,SRH,1,68,146,48.0,1.0,73,"Rajiv Gandhi International Stadium, Uppal",78
52067,MI,RR,2,125,165,54.0,1.0,33,Eden Gardens,40
85473,RCB,SRH,3,61,179,40.0,0.0,76,M Chinnaswamy Stadium,118
70449,KXIP,MI,1,31,124,30.0,0.0,84,Others,93
40834,RCB,MI,0,28,141,28.0,0.0,89,Wankhede Stadium,113
73059,SRH,MI,5,121,155,32.0,2.0,31,"Rajiv Gandhi International Stadium, Uppal",34
32676,RCB,RR,1,90,146,36.0,1.0,60,Sawai Mansingh Stadium,56
33198,DC,KXIP,0,25,170,38.45717232572607,1.3591565436626174,91,Others,145
74105,SRH,KXIP,3,87,201,31.0,0.0,48,"Punjab Cricket Association Stadium, Mohali",114
67439,MI,DC,2,82,164,34.0,1.0,58,Feroz Shah Kotla,82
53040,DC,CSK,0,7,177,38.45717232572607,1.3591565436626174,111,Others,170
28997,RR,KXIP,2,26,195,38.45717232572607,1.3591565436626174,98,"Punjab Cricket Association Stadium, Mohali",169
80824,DC,KXIP,5,157,175,46.0,2.0,15,Others,18
61782,RCB,RR,1,60,130,47.0,1.0,79,Others,70
23380,HDC,MI,3,41,178,28.0,3.0,81,Others,137
82091,MI,KXIP,6,155,204,65.0,3.0,23,Wankhede Stadium,49
76203,MI,KXIP,3,103,184,49.0,2.0,40,Others,81
14721,RCB,KKR,0,30,139,38.45717232572607,1.3591565436626174,96,Others,109
3715,RCB,RPS,7,72,157,22.0,2.0,28,Maharashtra Cricket Association Stadium,85
67805,KKR,RPS,3,81,160,22.0,1.0,54,Maharashtra Cricket Association Stadium,79
85595,KXIP,CSK,0,94,172,60.0,0.0,75,Others,78
72432,CSK,MI,6,92,169,40.0,2.0,39,Wankhede Stadium,77
20744,CSK,DC,1,56,185,52.0,1.0,84,Feroz Shah Kotla,129
71362,DC,SRH,2,103,158,41.0,1.0,36,Others,55
82951,MI,RCB,5,179,179,50.0,2.0,5,Wankhede Stadium,0
6392,MI,KKR,2,33,107,31.0,2.0,89,M Chinnaswamy Stadium,74
67851,KKR,RPS,6,150,160,43.0,3.0,10,Maharashtra Cricket Association Stadium,10
36442,DC,HDC,3,23,157,38.45717232572607,1.3591565436626174,92,Feroz Shah Kotla,134
70785,SRH,KXIP,3,161,179,47.0,1.0,11,"Punjab Cricket Association Stadium, Mohali",18
7540,RR,HDC,2,123,214,48.0,1.0,52,"Rajiv Gandhi International Stadium, Uppal",91
20070,CSK,HDC,0,4,190,38.45717232572607,1.3591565436626174,116,"MA Chidambaram Stadium, Chepauk",186
28246,KXIP,HDC,0,80,165,52.0,0.0,73,"Rajiv Gandhi International Stadium, Uppal",85
69328,RPS,DC,1,104,162,39.0,0.0,41,Feroz Shah Kotla,58
31509,PWI,MI,4,78,160,32.0,2.0,39,Dr DY Patil Sports Academy,82
47077,MI,KKR,2,67,159,52.0,2.0,70,Eden Gardens,92
51188,KXIP,RCB,4,125,190,61.0,1.0,33,"Punjab Cricket Association Stadium, Mohali",65
23757,HDC,RR,3,86,159,34.0,1.0,57,Others,73
78475,KKR,SRH,1,90,183,30.0,0.0,65,"Rajiv Gandhi International Stadium, Uppal",93
32263,PWI,KXIP,2,81,119,37.0,1.0,50,"Punjab Cricket Association Stadium, Mohali",38
8350,MI,KKR,3,110,137,41.0,0.0,30,Eden Gardens,27
23555,KXIP,KKR,2,174,200,48.0,1.0,22,Eden Gardens,26
67096,MI,RCB,1,65,170,47.0,0.0,72,Wankhede Stadium,105
14525,KKR,MI,2,50,187,36.0,1.0,79,Others,137
6926,RCB,MI,0,37,165,38.45717232572607,1.3591565436626174,90,Wankhede Stadium,128
15988,HDC,CSK,5,82,178,31.0,2.0,57,Others,96
21338,CSK,KXIP,0,31,136,38.45717232572607,1.3591565436626174,93,"MA Chidambaram Stadium, Chepauk",105
13961,KXIP,RCB,2,108,168,30.0,1.0,32,Others,60
59221,KKR,MI,2,108,168,45.0,1.0,41,Eden Gardens,60
73163,RCB,KXIP,4,90,161,41.0,2.0,48,M Chinnaswamy Stadium,71
3984,KKR,SRH,3,98,209,47.0,1.0,51,"Rajiv Gandhi International Stadium, Uppal",111
58910,CSK,KXIP,1,39,226,38.45717232572607,1.3591565436626174,100,Wankhede Stadium,187
54524,MI,SRH,6,153,172,48.0,3.0,5,Others,19
36022,RR,MI,3,119,197,52.0,1.0,41,Wankhede Stadium,78
68303,GL,RPS,0,15,195,38.45717232572607,1.3591565436626174,106,Maharashtra Cricket Association Stadium,180
54108,CSK,SRH,1,85,145,37.0,1.0,53,Others,60
48423,DC,KKR,2,83,136,35.0,0.0,44,Others,53
77591,CSK,SRH,0,76,192,54.0,0.0,73,Maharashtra Cricket Association Stadium,116
10457,KXIP,RCB,0,41,143,31.0,0.0,85,"Punjab Cricket Association Stadium, Mohali",102
52961,KXIP,RR,2,59,191,49.0,1.0,75,Others,132
10269,HDC,KKR,6,127,204,44.0,2.0,26,"Rajiv Gandhi International Stadium, Uppal",77
68750,GL,KXIP,7,93,154,35.0,1.0,28,Others,61
79968,KXIP,KKR,4,163,223,44.0,1.0,13,Eden Gardens,60
32054,DC,MI,4,71,178,38.0,0.0,50,Wankhede Stadium,107
22535,KKR,DC,3,36,177,33.0,3.0,84,Feroz Shah Kotla,141
73063,SRH,MI,5,125,155,33.0,1.0,27,"Rajiv Gandhi International Stadium, Uppal",30
39370,KKR,CSK,3,120,139,36.0,2.0,16,"MA Chidambaram Stadium, Chepauk",19
8068,KXIP,DC,3,81,158,38.0,1.0,62,"Punjab Cricket Association Stadium, Mohali",77
41100,PWI,RCB,5,86,173,32.0,2.0,52,Subrata Roy Sahara Stadium,87
49026,CSK,MI,3,14,139,38.45717232572607,1.3591565436626174,99,Wankhede Stadium,125
55711,RR,SRH,9,101,134,22.0,4.0,5,Others,33
73777,DC,KKR,7,124,206,50.0,5.0,49,Eden Gardens,82
59497,KXIP,RR,7,129,162,28.0,2.0,9,Maharashtra Cricket Association Stadium,33
29263,RCB,KKR,0,58,171,49.0,0.0,83,Eden Gardens,113
65220,CSK,MI,4,97,187,33.0,2.0,45,Wankhede Stadium,90
83797,CSK,RCB,3,25,165,38.45717232572607,1.3591565436626174,91,M Chinnaswamy Stadium,140
32239,PWI,KXIP,1,51,119,31.0,1.0,73,"Punjab Cricket Association Stadium, Mohali",68
46272,CSK,KKR,3,52,119,26.0,2.0,55,Eden Gardens,67
46424,RCB,RR,3,102,117,28.0,0.0,25,M Chinnaswamy Stadium,15
48622,PWI,RCB,2,49,187,29.0,1.0,74,Subrata Roy Sahara Stadium,138
41244,KKR,MI,3,106,182,43.0,0.0,29,Eden Gardens,76
45687,RCB,DC,2,67,152,40.0,0.0,68,M Chinnaswamy Stadium,85
74639,RR,MI,2,66,172,36.0,1.0,64,Sawai Mansingh Stadium,106
39582,DC,RR,3,110,141,33.0,2.0,47,Sawai Mansingh Stadium,31
69858,GL,KKR,0,36,158,35.0,0.0,89,Eden Gardens,122
63932,KKR,KXIP,3,83,183,26.0,2.0,56,Eden Gardens,100
84319,RR,KKR,4,86,185,31.0,3.0,55,Eden Gardens,99
38730,MI,DC,4,120,207,43.0,1.0,38,Feroz Shah Kotla,87
37908,DC,PWI,5,135,192,31.0,3.0,25,Feroz Shah Kotla,57
42773,RCB,HDC,6,104,132,36.0,2.0,19,"Rajiv Gandhi International Stadium, Uppal",28
33715,KKR,PWI,1,33,118,38.45717232572607,1.3591565436626174,99,Dr DY Patil Sports Academy,85
49969,DC,RCB,3,77,183,51.0,2.0,68,Feroz Shah Kotla,106
29783,PWI,CSK,6,109,142,27.0,1.0,9,"MA Chidambaram Stadium, Chepauk",33
12551,RR,MI,5,141,145,53.0,0.0,3,Sawai Mansingh Stadium,4
27495,KXIP,CSK,0,34,188,38.45717232572607,1.3591565436626174,97,"Punjab Cricket Association Stadium, Mohali",154
34494,MI,RCB,0,22,185,38.45717232572607,1.3591565436626174,102,"MA Chidambaram Stadium, Chepauk",163
19862,DC,KXIP,2,39,142,29.0,1.0,84,"Punjab Cricket Association Stadium, Mohali",103
41126,PWI,RCB,6,108,173,25.0,2.0,26,Subrata Roy Sahara Stadium,65
64472,KXIP,SRH,6,155,185,56.0,1.0,9,"Rajiv Gandhi International Stadium, Uppal",30
4989,KKR,RCB,1,105,158,86.0,1.0,82,M Chinnaswamy Stadium,53
21067,KKR,RR,3,132,168,37.0,0.0,5,Others,36
17489,MI,KXIP,2,89,119,46.0,0.0,52,Others,30
83343,KKR,RCB,3,43,219,29.0,2.0,81,Eden Gardens,176
957,RPS,DC,5,60,205,26.0,4.0,63,Maharashtra Cricket Association Stadium,145
52500,KXIP,CSK,3,78,205,47.0,2.0,75,Others,127
4048,MI,RCB,1,15,162,38.45717232572607,1.3591565436626174,108,Wankhede Stadium,147
67801,KKR,RPS,3,79,160,22.0,1.0,58,Maharashtra Cricket Association Stadium,81
61997,KXIP,CSK,2,39,192,35.0,1.0,85,"MA Chidambaram Stadium, Chepauk",153
27414,MI,RCB,1,66,140,33.0,1.0,66,M Chinnaswamy Stadium,74
15876,RCB,MI,1,78,149,26.0,0.0,56,Others,71
15394,KXIP,RCB,3,85,145,31.0,3.0,41,Others,60
39832,PWI,MI,5,101,120,34.0,1.0,14,Subrata Roy Sahara Stadium,19
7023,KKR,HDC,0,6,110,38.45717232572607,1.3591565436626174,116,Eden Gardens,104
19354,RCB,CSK,2,24,146,38.45717232572607,1.3591565436626174,102,Others,122
44345,DC,MI,2,36,209,38.45717232572607,1.3591565436626174,93,Wankhede Stadium,173
79074,KKR,SRH,1,88,179,46.0,0.0,70,Eden Gardens,91
61021,RR,CSK,0,125,156,56.0,0.0,39,Others,31
39944,HDC,CSK,3,105,160,27.0,1.0,25,"MA Chidambaram Stadium, Chepauk",55
20451,KKR,CSK,3,45,164,41.0,2.0,84,Eden Gardens,119
11892,KXIP,HDC,1,115,175,31.0,1.0,48,"Punjab Cricket Association Stadium, Mohali",60
9630,CSK,DC,0,17,187,38.45717232572607,1.3591565436626174,112,Feroz Shah Kotla,170
49084,CSK,MI,9,55,139,19.0,4.0,43,Wankhede Stadium,84
53473,RCB,KKR,3,126,150,33.0,1.0,18,Others,24
34849,DC,KKR,0,34,97,38.45717232572607,1.3591565436626174,96,Eden Gardens,63
66950,KKR,KXIP,0,15,138,38.45717232572607,1.3591565436626174,110,"Punjab Cricket Association Stadium, Mohali",123
68122,DC,GL,4,59,172,36.0,1.0,53,Feroz Shah Kotla,113
28791,MI,PWI,1,61,118,34.0,0.0,62,Wankhede Stadium,57
28644,DC,HDC,2,38,168,38.0,2.0,86,Feroz Shah Kotla,130
72384,CSK,MI,1,42,169,39.0,1.0,85,Wankhede Stadium,127
1246,MI,RCB,4,18,142,38.45717232572607,1.3591565436626174,90,M Chinnaswamy Stadium,124
74829,DC,KXIP,7,142,157,46.0,2.0,4,Feroz Shah Kotla,15
7468,MI,CSK,7,200,208,67.0,2.0,2,"MA Chidambaram Stadium, Chepauk",8
17022,RCB,MI,6,90,157,39.0,3.0,39,Others,67
13443,KKR,KXIP,0,9,158,38.45717232572607,1.3591565436626174,106,Others,149
46391,RCB,RR,3,72,117,24.0,3.0,57,M Chinnaswamy Stadium,45
62674,RR,MI,2,85,187,32.0,1.0,62,Wankhede Stadium,102
39401,PWI,HDC,1,21,186,38.45717232572607,1.3591565436626174,103,Others,165
27543,KXIP,CSK,2,118,188,47.0,1.0,49,"Punjab Cricket Association Stadium, Mohali",70
21390,CSK,KXIP,2,96,136,42.0,2.0,45,"MA Chidambaram Stadium, Chepauk",40
70921,RCB,KKR,0,11,183,38.45717232572607,1.3591565436626174,110,Eden Gardens,172
79447,KKR,SRH,3,98,189,37.0,2.0,42,Eden Gardens,91
30675,KKR,KXIP,2,71,119,30.0,0.0,60,Eden Gardens,48
3137,MI,RPS,3,68,160,31.0,2.0,60,Wankhede Stadium,92
79841,CSK,DC,2,134,154,18.0,0.0,17,Feroz Shah Kotla,20
60352,DC,KXIP,0,4,165,38.45717232572607,1.3591565436626174,117,Maharashtra Cricket Association Stadium,161
74900,MI,SRH,3,56,130,33.0,0.0,54,Wankhede Stadium,74
73092,RCB,KXIP,0,1,161,38.45717232572607,1.3591565436626174,119,M Chinnaswamy Stadium,160
24906,RCB,HDC,1,42,151,31.0,0.0,83,Others,109
18503,RR,DC,9,123,150,35.0,4.0,6,Others,27
77924,KKR,RR,4,130,144,40.0,1.0,19,Eden Gardens,14
85344,DC,RR,0,28,124,38.45717232572607,1.3591565436626174,103,Feroz Shah Kotla,96
21503,MI,KKR,1,78,155,26.0,1.0,58,Others,77
37184,RCB,PWI,2,70,182,27.0,0.0,52,M Chinnaswamy Stadium,112
77211,RR,CSK,2,58,188,46.0,2.0,87,Sawai Mansingh Stadium,130
83883,CSK,RCB,6,148,165,51.0,1.0,6,M Chinnaswamy Stadium,17
45479,CSK,PWI,5,99,159,35.0,2.0,29,"MA Chidambaram Stadium, Chepauk",60
57462,SRH,RCB,0,44,160,38.45717232572607,1.3591565436626174,92,"Rajiv Gandhi International Stadium, Uppal",116
13967,KXIP,RCB,2,125,168,42.0,1.0,26,Others,43
85091,DC,CSK,9,99,186,16.0,3.0,23,Others,87
57288,RR,MI,7,119,178,41.0,0.0,15,Others,59
74808,DC,KXIP,5,109,157,31.0,1.0,24,Feroz Shah Kotla,48
62917,CSK,SRH,6,164,192,48.0,1.0,6,"Rajiv Gandhi International Stadium, Uppal",28
33788,KKR,PWI,2,117,118,37.0,0.0,27,Dr DY Patil Sports Academy,1
21479,MI,KKR,0,60,155,36.0,0.0,81,Others,95
73095,RCB,KXIP,1,5,161,38.45717232572607,1.3591565436626174,116,M Chinnaswamy Stadium,156
6621,RCB,KKR,4,34,222,24.0,2.0,77,M Chinnaswamy Stadium,188
53095,DC,CSK,5,58,177,36.0,2.0,57,Others,119
11245,HDC,MI,4,61,178,33.0,1.0,56,"Rajiv Gandhi International Stadium, Uppal",117
1965,KKR,DC,3,28,168,38.45717232572607,1.3591565436626174,95,Feroz Shah Kotla,140
36424,DC,HDC,1,6,157,38.45717232572607,1.3591565436626174,110,Feroz Shah Kotla,151
41690,MI,RCB,5,79,171,36.0,2.0,46,M Chinnaswamy Stadium,92
24787,RR,MI,4,39,174,30.0,2.0,78,Sawai Mansingh Stadium,135
419,KXIP,RPS,4,95,163,33.0,2.0,46,Others,68
69802,MI,SRH,8,74,177,26.0,3.0,41,Others,103
60190,RR,MI,2,101,164,37.0,1.0,37,Others,63
61264,KKR,DC,3,97,146,35.0,1.0,44,Feroz Shah Kotla,49
81954,CSK,KKR,2,69,114,24.0,0.0,50,Others,45
32889,KXIP,KTK,2,55,178,30.0,2.0,76,Others,123
84069,CSK,SRH,2,87,179,56.0,1.0,59,Others,92
63038,KXIP,MI,4,139,172,35.0,1.0,8,"Punjab Cricket Association Stadium, Mohali",33
5222,SRH,MI,1,81,138,48.0,0.0,62,"Rajiv Gandhi International Stadium, Uppal",57
6254,MI,RPS,4,62,162,33.0,4.0,66,Wankhede Stadium,100
5423,DC,GL,2,32,195,38.45717232572607,1.3591565436626174,95,Others,163
6436,MI,KKR,4,89,107,43.0,1.0,45,M Chinnaswamy Stadium,18
38593,PWI,HDC,3,84,177,32.0,1.0,50,Subrata Roy Sahara Stadium,93
69976,KXIP,RCB,1,55,175,44.0,1.0,81,"Punjab Cricket Association Stadium, Mohali",120
6399,MI,KKR,3,39,107,28.0,2.0,82,M Chinnaswamy Stadium,68
65189,CSK,MI,2,63,187,42.0,1.0,76,Wankhede Stadium,124
73139,RCB,KXIP,2,65,161,42.0,1.0,72,M Chinnaswamy Stadium,96
4828,SRH,RPS,3,96,148,27.0,1.0,37,"Rajiv Gandhi International Stadium, Uppal",52
16920,CSK,RR,2,113,140,44.0,0.0,26,Others,27
7412,MI,CSK,3,89,208,36.0,1.0,54,"MA Chidambaram Stadium, Chepauk",119
63925,KKR,KXIP,3,69,183,22.0,2.0,63,Eden Gardens,114
478,DC,RCB,0,17,157,38.45717232572607,1.3591565436626174,105,M Chinnaswamy Stadium,140
54799,RR,DC,1,50,152,29.0,0.0,74,Feroz Shah Kotla,102
66819,DC,RCB,2,171,191,59.0,0.0,17,M Chinnaswamy Stadium,20
35985,RR,MI,2,54,197,45.0,0.0,77,Wankhede Stadium,143
48358,DC,KKR,0,11,136,38.45717232572607,1.3591565436626174,109,Others,125
54363,KKR,RR,4,88,152,38.0,2.0,37,Others,64
80842,RR,RCB,0,8,164,38.45717232572607,1.3591565436626174,114,Sawai Mansingh Stadium,156
80226,KXIP,MI,0,1,187,38.45717232572607,1.3591565436626174,119,Others,186
83236,DC,MI,2,61,174,23.0,2.0,66,Feroz Shah Kotla,113
46711,CSK,RR,1,76,185,48.0,0.0,71,"MA Chidambaram Stadium, Chepauk",109
8479,RCB,DC,4,153,191,40.0,1.0,15,Feroz Shah Kotla,38
49741,RR,KXIP,2,75,145,40.0,1.0,58,"Punjab Cricket Association Stadium, Mohali",70
53663,CSK,MI,2,61,141,46.0,2.0,73,Others,80
72890,CSK,KKR,3,114,207,29.0,2.0,40,"MA Chidambaram Stadium, Chepauk",93
28186,RCB,CSK,7,151,183,47.0,3.0,8,"MA Chidambaram Stadium, Chepauk",32
50945,DC,CSK,6,104,168,39.0,1.0,29,"MA Chidambaram Stadium, Chepauk",64
13020,CSK,MI,2,19,165,38.45717232572607,1.3591565436626174,98,Others,146
21885,MI,CSK,3,121,180,29.0,3.0,38,Others,59
2996,GL,KXIP,7,144,188,46.0,3.0,15,Others,44
75752,DC,CSK,4,99,218,34.0,1.0,48,Maharashtra Cricket Association Stadium,119
72778,SRH,RR,1,95,133,39.0,0.0,56,"Rajiv Gandhi International Stadium, Uppal",38
70398,DC,SRH,3,123,146,40.0,0.0,23,"Rajiv Gandhi International Stadium, Uppal",23
38351,DC,PWI,1,83,146,54.0,0.0,69,Subrata Roy Sahara Stadium,63
66616,KXIP,RPS,0,26,152,38.45717232572607,1.3591565436626174,102,"Punjab Cricket Association Stadium, Mohali",126
59843,RR,DC,5,140,184,60.0,1.0,25,Feroz Shah Kotla,44
61865,SRH,MI,0,40,157,38.45717232572607,1.3591565436626174,93,Wankhede Stadium,117
72720,SRH,RR,1,7,133,38.45717232572607,1.3591565436626174,110,"Rajiv Gandhi International Stadium, Uppal",126
41062,PWI,RCB,3,39,173,39.0,3.0,89,Subrata Roy Sahara Stadium,134
13468,KKR,KXIP,1,60,158,56.0,1.0,84,Others,98
72048,KKR,SRH,3,66,162,23.0,2.0,60,Feroz Shah Kotla,96
13346,RCB,CSK,1,18,179,38.45717232572607,1.3591565436626174,106,Others,161
40082,PWI,KKR,6,128,150,44.0,1.0,14,Eden Gardens,22
54761,RR,DC,0,14,152,38.45717232572607,1.3591565436626174,110,Feroz Shah Kotla,138
8560,KXIP,HDC,3,86,164,45.0,2.0,55,"Rajiv Gandhi International Stadium, Uppal",78
67349,RPS,RCB,4,120,185,40.0,1.0,25,Maharashtra Cricket Association Stadium,65
51207,KXIP,RCB,4,179,190,86.0,0.0,16,"Punjab Cricket Association Stadium, Mohali",11
39800,PWI,MI,4,64,120,20.0,2.0,43,Subrata Roy Sahara Stadium,56
1697,MI,GL,1,5,176,38.45717232572607,1.3591565436626174,114,Wankhede Stadium,171
11253,HDC,MI,4,72,178,30.0,1.0,48,"Rajiv Gandhi International Stadium, Uppal",106
49174,RR,PWI,0,98,178,36.0,0.0,50,Sawai Mansingh Stadium,80
61245,KKR,DC,2,75,146,40.0,0.0,62,Feroz Shah Kotla,71
37613,RCB,KXIP,3,44,163,27.0,1.0,74,"Punjab Cricket Association Stadium, Mohali",119
66574,GL,MI,5,114,143,34.0,2.0,21,Wankhede Stadium,29
13832,KKR,RR,5,95,150,28.0,3.0,34,Others,55
71081,RPS,DC,1,58,121,27.0,0.0,69,Others,63
16780,KXIP,HDC,4,111,168,44.0,2.0,41,Others,57
35740,RCB,KKR,0,6,165,38.45717232572607,1.3591565436626174,115,M Chinnaswamy Stadium,159
928,RPS,DC,2,34,205,38.45717232572607,1.3591565436626174,91,Maharashtra Cricket Association Stadium,171
41542,KXIP,HDC,3,63,190,39.0,2.0,68,"Punjab Cricket Association Stadium, Mohali",127
29085,RR,KXIP,6,131,195,31.0,1.0,10,"Punjab Cricket Association Stadium, Mohali",64
12273,HDC,RCB,2,107,156,47.0,0.0,34,M Chinnaswamy Stadium,49
59150,KKR,MI,0,4,168,38.45717232572607,1.3591565436626174,112,Eden Gardens,164
23095,HDC,KKR,4,151,181,27.0,1.0,3,Eden Gardens,30
64498,DC,CSK,1,16,119,38.45717232572607,1.3591565436626174,103,Others,103
35392,KKR,RR,3,14,164,38.45717232572607,1.3591565436626174,95,Sawai Mansingh Stadium,150
69294,RPS,DC,0,59,162,42.0,0.0,71,Feroz Shah Kotla,103
25861,CSK,KXIP,3,148,192,45.0,0.0,21,Others,44
38830,CSK,KXIP,2,69,156,24.0,2.0,60,"MA Chidambaram Stadium, Chepauk",87
59780,RR,DC,1,38,184,38.0,1.0,85,Feroz Shah Kotla,146
74317,KXIP,KKR,0,74,200,61.0,0.0,84,Eden Gardens,126
15018,DC,HDC,3,76,148,27.0,1.0,52,Others,72
75664,KKR,RCB,4,151,185,38.0,3.0,17,M Chinnaswamy Stadium,34
54791,RR,DC,1,41,152,27.0,1.0,82,Feroz Shah Kotla,111
17345,RCB,KKR,0,57,173,40.0,0.0,73,Others,116
81804,KXIP,SRH,1,42,158,34.0,1.0,79,Others,116
27224,HDC,KKR,6,127,163,47.0,3.0,18,Eden Gardens,36
48024,KXIP,MI,3,55,174,47.0,3.0,83,Wankhede Stadium,119
59212,KKR,MI,1,97,168,50.0,0.0,50,Eden Gardens,71
10103,KXIP,CSK,2,68,181,39.0,1.0,66,"MA Chidambaram Stadium, Chepauk",113
58071,DC,MI,1,55,173,32.0,1.0,75,Wankhede Stadium,118
23564,KXIP,KKR,2,195,200,52.0,1.0,13,Eden Gardens,5
48279,SRH,MI,1,45,129,29.0,0.0,76,"Rajiv Gandhi International Stadium, Uppal",84
40386,RCB,HDC,0,50,181,33.0,0.0,80,M Chinnaswamy Stadium,131
2054,KKR,DC,5,156,168,44.0,2.0,10,Feroz Shah Kotla,12
423,KXIP,RPS,4,102,163,39.0,2.0,42,Others,61
51270,RR,SRH,2,44,136,18.0,2.0,62,"Rajiv Gandhi International Stadium, Uppal",92
10578,DC,KKR,5,64,133,36.0,1.0,62,Eden Gardens,69
32969,RCB,KKR,0,27,89,38.45717232572607,1.3591565436626174,111,M Chinnaswamy Stadium,62
83635,DC,KXIP,2,125,168,39.0,1.0,38,Feroz Shah Kotla,43
7592,RR,HDC,7,211,214,52.0,4.0,2,"Rajiv Gandhi International Stadium, Uppal",3
46951,DC,KXIP,3,33,171,22.0,3.0,75,Others,138
68519,KKR,DC,5,146,186,48.0,1.0,22,Feroz Shah Kotla,40
3050,RCB,KKR,4,32,131,29.0,3.0,87,Eden Gardens,99
61528,RCB,CSK,2,38,181,30.0,2.0,84,M Chinnaswamy Stadium,143
8922,RCB,HDC,3,82,165,36.0,2.0,49,"Rajiv Gandhi International Stadium, Uppal",83
80026,RCB,MI,2,68,197,56.0,2.0,76,M Chinnaswamy Stadium,129
72587,KXIP,DC,4,168,172,42.0,1.0,6,"Punjab Cricket Association Stadium, Mohali",4
73368,SRH,KKR,2,50,145,42.0,2.0,85,Eden Gardens,95
20861,KXIP,HDC,3,22,170,38.45717232572607,1.3591565436626174,90,Others,148
81814,KXIP,SRH,1,60,158,38.0,0.0,69,Others,98
30746,RR,PWI,0,28,143,38.45717232572607,1.3591565436626174,98,Sawai Mansingh Stadium,115
14727,RCB,KKR,0,36,139,38.45717232572607,1.3591565436626174,92,Others,103
58089,DC,MI,3,63,173,20.0,2.0,57,Wankhede Stadium,110
6095,DC,RCB,1,17,161,38.45717232572607,1.3591565436626174,101,Feroz Shah Kotla,144
10965,HDC,DC,9,182,194,54.0,5.0,0,Feroz Shah Kotla,12
4965,KKR,RCB,0,30,158,38.45717232572607,1.3591565436626174,104,M Chinnaswamy Stadium,128
38133,KKR,HDC,4,79,126,30.0,2.0,46,Others,47
68981,KKR,RCB,4,104,185,37.0,1.0,36,M Chinnaswamy Stadium,81
49791,RR,KXIP,2,141,145,45.0,0.0,11,"Punjab Cricket Association Stadium, Mohali",4
48156,PWI,CSK,4,50,164,28.0,4.0,77,Subrata Roy Sahara Stadium,114
13463,KKR,KXIP,0,51,158,50.0,0.0,89,Others,107
36678,KKR,KXIP,2,35,134,38.45717232572607,1.3591565436626174,94,Eden Gardens,99
41565,KXIP,HDC,4,100,190,44.0,1.0,45,"Punjab Cricket Association Stadium, Mohali",90
26638,KKR,CSK,1,88,153,36.0,1.0,54,"MA Chidambaram Stadium, Chepauk",65
20374,RCB,KXIP,1,122,203,55.0,1.0,46,M Chinnaswamy Stadium,81
38814,CSK,KXIP,1,61,156,52.0,1.0,76,"MA Chidambaram Stadium, Chepauk",95
26056,KKR,MI,0,60,133,40.0,0.0,70,Eden Gardens,73
7030,KKR,HDC,1,12,110,38.45717232572607,1.3591565436626174,109,Eden Gardens,98
27395,MI,RCB,1,40,140,33.0,1.0,84,M Chinnaswamy Stadium,100
69217,KXIP,KKR,4,120,164,44.0,0.0,27,Eden Gardens,44
37988,KXIP,MI,2,62,163,26.0,2.0,65,Wankhede Stadium,101
22768,CSK,RCB,0,40,161,38.45717232572607,1.3591565436626174,99,"MA Chidambaram Stadium, Chepauk",121
29221,CSK,MI,9,142,164,23.0,5.0,4,Wankhede Stadium,22
40285,MI,CSK,1,74,173,35.0,0.0,59,Wankhede Stadium,99
42287,DC,RCB,5,157,215,52.0,2.0,25,Feroz Shah Kotla,58
24917,RCB,HDC,1,59,151,37.0,0.0,72,Others,92
52519,KXIP,CSK,3,98,205,35.0,0.0,56,Others,107
36274,KXIP,PWI,3,81,115,22.0,1.0,33,"Punjab Cricket Association Stadium, Mohali",34
25553,RCB,MI,0,14,191,38.45717232572607,1.3591565436626174,99,M Chinnaswamy Stadium,177
43994,CSK,MI,9,139,148,42.0,3.0,1,"MA Chidambaram Stadium, Chepauk",9
71015,RCB,KKR,1,161,183,53.0,0.0,17,Eden Gardens,22
28514,KKR,RR,2,71,81,32.0,0.0,40,Eden Gardens,10
25299,DC,CSK,1,4,112,38.45717232572607,1.3591565436626174,115,"MA Chidambaram Stadium, Chepauk",108
78731,CSK,KXIP,4,67,164,32.0,1.0,56,Maharashtra Cricket Association Stadium,97
24348,KXIP,MI,2,88,154,37.0,1.0,58,"Punjab Cricket Association Stadium, Mohali",66
81128,SRH,DC,0,72,134,66.0,0.0,81,Feroz Shah Kotla,62
