,batting_team,bowling_team,wicket_fallen,score,target,runs_prev_5,wick_prev_5,balls_left,venue,req
71099,KXIP,RCB,0,9,211,38.45717232572607,1.3591565436626174,117,M Chinnaswamy Stadium,202
62725,RR,MI,5,162,187,46.0,3.0,12,Wankhede Stadium,25
11340,CSK,KKR,0,43,149,38.0,0.0,84,Eden Gardens,106
53061,DC,CSK,3,18,177,38.45717232572607,1.3591565436626174,90,Others,159
42010,MI,KKR,1,26,140,21.0,1.0,83,Wankhede Stadium,114
81885,CSK,KKR,0,6,114,38.45717232572607,1.3591565436626174,117,Others,108
51855,MI,CSK,8,140,192,30.0,4.0,12,Feroz Shah Kotla,52
70687,SRH,KXIP,0,17,179,38.45717232572607,1.3591565436626174,106,"Punjab Cricket Association Stadium, Mohali",162
28570,KTK,CSK,1,72,131,47.0,1.0,68,Others,59
70962,RCB,KKR,1,78,183,45.0,1.0,69,Eden Gardens,105
69870,GL,KKR,1,64,158,50.0,1.0,77,Eden Gardens,94
64702,KKR,MI,2,67,171,32.0,2.0,66,Wankhede Stadium,104
49349,RR,DC,0,13,154,38.45717232572607,1.3591565436626174,105,Sawai Mansingh Stadium,141
28941,KKR,KTK,4,86,132,32.0,1.0,32,Eden Gardens,46
67646,GL,RCB,1,52,180,49.0,1.0,87,Others,128
66858,SRH,MI,1,26,142,38.45717232572607,1.3591565436626174,95,"Rajiv Gandhi International Stadium, Uppal",116
43196,DC,CSK,2,43,222,41.0,2.0,87,"MA Chidambaram Stadium, Chepauk",179
46015,DC,CSK,2,30,169,38.45717232572607,1.3591565436626174,92,Feroz Shah Kotla,139
563,DC,RCB,6,125,157,39.0,2.0,23,M Chinnaswamy Stadium,32
39816,PWI,MI,4,78,120,31.0,0.0,28,Subrata Roy Sahara Stadium,42
32087,DC,MI,7,123,178,43.0,3.0,18,Wankhede Stadium,55
72216,SRH,GL,6,137,162,52.0,1.0,13,Feroz Shah Kotla,25
50885,DC,CSK,2,43,168,42.0,1.0,87,"MA Chidambaram Stadium, Chepauk",125
22257,RCB,DC,8,153,183,41.0,4.0,7,M Chinnaswamy Stadium,30
24553,RCB,KKR,1,27,160,38.45717232572607,1.3591565436626174,93,M Chinnaswamy Stadium,133
52192,CSK,MI,8,83,148,29.0,2.0,31,Eden Gardens,65
17673,RCB,CSK,2,30,129,38.45717232572607,1.3591565436626174,93,Others,99
68728,GL,KXIP,6,63,154,24.0,2.0,50,Others,91
79493,MI,DC,0,2,219,38.45717232572607,1.3591565436626174,117,Wankhede Stadium,217
49102,RR,PWI,0,0,178,38.45717232572607,1.3591565436626174,119,Sawai Mansingh Stadium,178
75672,KKR,RCB,4,171,185,50.0,2.0,11,M Chinnaswamy Stadium,14
53598,DC,SRH,4,142,184,39.0,2.0,16,Others,42
42697,RCB,HDC,1,36,132,38.45717232572607,1.3591565436626174,94,"Rajiv Gandhi International Stadium, Uppal",96
11010,KXIP,DC,1,3,118,38.45717232572607,1.3591565436626174,113,Feroz Shah Kotla,115
75110,KXIP,SRH,0,44,140,42.0,0.0,84,"Rajiv Gandhi International Stadium, Uppal",96
1815,MI,GL,4,175,176,53.0,1.0,4,Wankhede Stadium,1
80702,RR,CSK,6,156,182,58.0,2.0,13,Others,26
61192,KKR,DC,0,7,146,38.45717232572607,1.3591565436626174,113,Feroz Shah Kotla,139
26682,KKR,CSK,5,132,153,35.0,3.0,11,"MA Chidambaram Stadium, Chepauk",21
61980,KXIP,CSK,1,21,192,38.45717232572607,1.3591565436626174,102,"MA Chidambaram Stadium, Chepauk",171
2968,GL,KXIP,4,102,188,39.0,2.0,43,Others,86
13170,RR,RCB,3,17,133,11.0,2.0,77,Others,116
4451,RPS,KKR,3,88,155,52.0,2.0,70,Eden Gardens,67
21948,RR,HDC,0,52,148,52.0,0.0,89,Others,96
34255,CSK,RCB,2,13,175,38.45717232572607,1.3591565436626174,101,Wankhede Stadium,162
51999,MI,RR,0,29,165,38.45717232572607,1.3591565436626174,99,Eden Gardens,136
12161,CSK,RR,3,167,211,50.0,1.0,22,"MA Chidambaram Stadium, Chepauk",44
81754,KKR,RR,2,132,150,54.0,2.0,45,Sawai Mansingh Stadium,18
30820,RR,PWI,4,109,143,48.0,1.0,24,Sawai Mansingh Stadium,34
45948,MI,RR,5,61,179,30.0,2.0,44,Sawai Mansingh Stadium,118
62456,KKR,CSK,3,68,134,25.0,2.0,63,"MA Chidambaram Stadium, Chepauk",66
80465,DC,KKR,4,188,193,47.0,2.0,2,Feroz Shah Kotla,5
82968,RR,KXIP,0,28,190,38.45717232572607,1.3591565436626174,103,Others,162
49015,CSK,MI,0,9,139,38.45717232572607,1.3591565436626174,110,Wankhede Stadium,130
34322,CSK,RCB,3,98,175,46.0,1.0,38,Wankhede Stadium,77
9154,DC,MI,4,85,162,48.0,1.0,54,Dr DY Patil Sports Academy,77
79937,KXIP,KKR,3,119,223,56.0,0.0,44,Eden Gardens,104
19405,RCB,CSK,2,90,146,29.0,0.0,52,Others,56
630,SRH,GL,1,68,135,50.0,1.0,77,"Rajiv Gandhi International Stadium, Uppal",67
51553,DC,PWI,5,116,172,44.0,0.0,24,Subrata Roy Sahara Stadium,56
17895,KXIP,DC,0,0,120,38.45717232572607,1.3591565436626174,117,Others,120
53950,DC,MI,0,22,125,38.45717232572607,1.3591565436626174,97,Others,103
76625,KXIP,RR,2,31,160,38.45717232572607,1.3591565436626174,92,Others,129
11005,KXIP,DC,0,1,118,38.45717232572607,1.3591565436626174,118,Feroz Shah Kotla,117
8298,MI,KKR,3,39,137,23.0,3.0,80,Eden Gardens,98
26779,RR,HDC,2,84,137,28.0,1.0,36,"Rajiv Gandhi International Stadium, Uppal",53
39289,KKR,CSK,1,30,139,38.45717232572607,1.3591565436626174,91,"MA Chidambaram Stadium, Chepauk",109
78309,RCB,RR,0,9,174,38.45717232572607,1.3591565436626174,110,Sawai Mansingh Stadium,165
72601,KKR,RCB,1,17,182,38.45717232572607,1.3591565436626174,106,Eden Gardens,165
54311,KKR,RR,1,32,152,28.0,1.0,87,Others,120
4880,DC,MI,2,6,212,38.45717232572607,1.3591565436626174,106,Feroz Shah Kotla,206
4469,RPS,KKR,3,106,155,31.0,1.0,52,Eden Gardens,49
57954,SRH,CSK,0,76,185,42.0,0.0,72,Others,109
64089,DC,SRH,4,130,163,57.0,0.0,21,Others,33
67155,MI,RCB,4,163,170,54.0,2.0,14,Wankhede Stadium,7
20658,RCB,RR,0,39,92,38.45717232572607,1.3591565436626174,101,M Chinnaswamy Stadium,53
71818,RCB,DC,2,75,138,43.0,0.0,65,Others,63
2259,GL,RCB,4,106,213,44.0,2.0,53,Others,107
17218,RR,HDC,2,36,166,27.0,1.0,77,Others,130
5941,KKR,MI,5,91,173,41.0,3.0,61,Eden Gardens,82
59715,RCB,KKR,4,117,177,50.0,1.0,35,Eden Gardens,60
46469,DC,MI,0,55,161,55.0,0.0,88,Feroz Shah Kotla,106
29884,RCB,DC,5,117,160,20.0,1.0,31,Feroz Shah Kotla,43
24031,RR,KXIP,1,143,153,35.0,1.0,38,Sawai Mansingh Stadium,10
3377,GL,RCB,2,89,134,46.0,0.0,60,M Chinnaswamy Stadium,45
40252,MI,CSK,1,32,173,38.45717232572607,1.3591565436626174,91,Wankhede Stadium,141
31113,KTK,DC,0,43,140,38.45717232572607,1.3591565436626174,96,Feroz Shah Kotla,97
46388,RCB,RR,3,67,117,20.0,3.0,58,M Chinnaswamy Stadium,50
22903,RR,DC,4,42,188,39.0,2.0,82,Feroz Shah Kotla,146
70419,KXIP,MI,1,1,124,38.45717232572607,1.3591565436626174,113,Others,123
30481,PWI,RCB,4,133,181,50.0,2.0,18,M Chinnaswamy Stadium,48
20537,DC,MI,0,8,218,38.45717232572607,1.3591565436626174,116,Feroz Shah Kotla,210
10779,RR,KXIP,2,59,221,31.0,1.0,64,"Punjab Cricket Association Stadium, Mohali",162
46932,DC,KXIP,3,13,171,38.45717232572607,1.3591565436626174,94,Others,158
76766,RCB,SRH,2,73,155,40.0,1.0,65,"Rajiv Gandhi International Stadium, Uppal",82
72397,CSK,MI,3,49,169,30.0,3.0,72,Wankhede Stadium,120
16525,KXIP,CSK,2,83,185,55.0,1.0,67,Others,102
68840,MI,RPS,1,78,159,35.0,0.0,59,Maharashtra Cricket Association Stadium,81
84609,RCB,DC,0,2,193,38.45717232572607,1.3591565436626174,116,Feroz Shah Kotla,191
11894,KXIP,HDC,1,116,175,31.0,0.0,46,"Punjab Cricket Association Stadium, Mohali",59
76944,KXIP,RR,5,118,161,33.0,1.0,10,Sawai Mansingh Stadium,43
41102,PWI,RCB,5,86,173,30.0,2.0,50,Subrata Roy Sahara Stadium,87
54891,RCB,SRH,2,16,155,38.45717232572607,1.3591565436626174,96,M Chinnaswamy Stadium,139
46014,DC,CSK,2,30,169,38.45717232572607,1.3591565436626174,93,Feroz Shah Kotla,139
64013,DC,SRH,1,21,163,38.45717232572607,1.3591565436626174,96,Others,142
51592,CSK,RCB,2,12,106,38.45717232572607,1.3591565436626174,106,M Chinnaswamy Stadium,94
3337,GL,RCB,1,23,134,38.45717232572607,1.3591565436626174,96,M Chinnaswamy Stadium,111
50688,MI,SRH,3,99,178,39.0,2.0,42,Wankhede Stadium,79
27984,KTK,MI,0,41,182,37.0,0.0,85,Wankhede Stadium,141
7781,RR,RCB,2,73,135,34.0,0.0,59,M Chinnaswamy Stadium,62
71245,GL,KKR,3,86,124,42.0,0.0,66,Others,38
39434,PWI,HDC,1,58,186,37.0,0.0,72,Others,128
22517,KKR,DC,1,19,177,38.45717232572607,1.3591565436626174,102,Feroz Shah Kotla,158
77682,RR,MI,1,36,177,38.45717232572607,1.3591565436626174,99,Wankhede Stadium,141
74026,KKR,RR,3,155,165,42.0,0.0,11,Sawai Mansingh Stadium,10
14703,RCB,KKR,0,3,139,38.45717232572607,1.3591565436626174,112,Others,136
20301,RCB,KXIP,0,1,203,38.45717232572607,1.3591565436626174,115,M Chinnaswamy Stadium,202
68197,MI,KKR,1,26,174,38.45717232572607,1.3591565436626174,100,Wankhede Stadium,148
68696,GL,KXIP,3,38,154,25.0,2.0,80,Others,116
73422,SRH,KKR,3,114,145,49.0,0.0,32,Eden Gardens,31
16690,DC,MI,2,104,116,42.0,0.0,16,Others,12
54266,KXIP,RCB,5,111,124,26.0,2.0,17,Others,13
48514,KXIP,CSK,2,65,186,38.0,1.0,60,"MA Chidambaram Stadium, Chepauk",121
70778,SRH,KXIP,3,141,179,44.0,2.0,18,"Punjab Cricket Association Stadium, Mohali",38
14019,MI,HDC,1,38,168,38.45717232572607,1.3591565436626174,92,Others,130
14571,KKR,MI,6,91,187,24.0,4.0,33,Others,96
49755,RR,KXIP,2,94,145,40.0,1.0,46,"Punjab Cricket Association Stadium, Mohali",51
79373,KKR,SRH,0,0,189,38.45717232572607,1.3591565436626174,116,Eden Gardens,189
78515,KKR,SRH,2,150,183,46.0,1.0,25,"Rajiv Gandhi International Stadium, Uppal",33
50737,KKR,PWI,0,11,170,38.45717232572607,1.3591565436626174,112,Others,159
22678,MI,KXIP,1,74,163,45.0,1.0,68,Others,89
7074,KKR,HDC,3,35,110,14.0,1.0,66,Eden Gardens,75
3804,MI,GL,2,82,153,30.0,1.0,61,Others,71
65737,KKR,DC,0,30,98,38.45717232572607,1.3591565436626174,101,Eden Gardens,68
60799,SRH,DC,3,105,167,39.0,1.0,33,Others,62
82218,CSK,RR,4,116,158,49.0,0.0,20,Sawai Mansingh Stadium,42
36326,KKR,RR,1,30,131,28.0,1.0,89,Eden Gardens,101
45059,CSK,RCB,2,31,165,27.0,2.0,82,"MA Chidambaram Stadium, Chepauk",134
20201,DC,RR,0,23,141,38.45717232572607,1.3591565436626174,108,Others,118
63212,RCB,CSK,3,38,148,34.0,3.0,86,"MA Chidambaram Stadium, Chepauk",110
72413,CSK,MI,4,65,169,24.0,3.0,58,Wankhede Stadium,104
35878,DC,CSK,0,29,110,38.45717232572607,1.3591565436626174,104,Feroz Shah Kotla,81
74001,KKR,RR,3,118,165,39.0,1.0,36,Sawai Mansingh Stadium,47
81810,KXIP,SRH,1,54,158,37.0,1.0,73,Others,104
2753,DC,MI,6,107,142,31.0,0.0,15,Wankhede Stadium,35
39776,PWI,MI,3,45,120,25.0,2.0,67,Subrata Roy Sahara Stadium,75
74327,KXIP,KKR,0,89,200,56.0,0.0,74,Eden Gardens,111
66880,SRH,MI,1,39,142,17.0,0.0,75,"Rajiv Gandhi International Stadium, Uppal",103
73721,DC,KKR,1,26,206,38.45717232572607,1.3591565436626174,103,Eden Gardens,180
4554,DC,GL,1,62,208,51.0,1.0,85,Feroz Shah Kotla,146
71634,GL,MI,4,168,172,46.0,0.0,17,Others,4
26036,KKR,MI,0,41,133,41.0,0.0,89,Eden Gardens,92
59213,KKR,MI,1,98,168,50.0,0.0,49,Eden Gardens,70
19062,DC,MI,2,114,165,48.0,1.0,48,Others,51
19017,DC,MI,1,45,165,38.45717232572607,1.3591565436626174,91,Others,120
53084,DC,CSK,4,45,177,30.0,2.0,67,Others,132
1078,MI,SRH,3,109,158,36.0,1.0,41,Wankhede Stadium,49
84386,CSK,MI,1,11,159,38.45717232572607,1.3591565436626174,108,Others,148
55296,RCB,MI,2,98,187,45.0,2.0,60,Wankhede Stadium,89
79444,KKR,SRH,2,95,189,40.0,1.0,45,Eden Gardens,94
70278,MI,RCB,4,102,151,33.0,2.0,24,M Chinnaswamy Stadium,49
56820,DC,RR,0,15,201,38.45717232572607,1.3591565436626174,111,Others,186
72814,CSK,KKR,0,6,207,38.45717232572607,1.3591565436626174,116,"MA Chidambaram Stadium, Chepauk",201
51924,RR,SRH,5,61,132,18.0,4.0,55,Feroz Shah Kotla,71
77029,KKR,MI,7,84,217,32.0,4.0,46,Eden Gardens,133
13209,RR,RCB,7,53,133,25.0,3.0,40,Others,80
26715,RR,HDC,0,23,137,38.45717232572607,1.3591565436626174,99,"Rajiv Gandhi International Stadium, Uppal",114
32104,DC,MI,8,139,178,41.0,3.0,4,Wankhede Stadium,39
46921,DC,KXIP,0,11,171,38.45717232572607,1.3591565436626174,105,Others,160
68233,MI,KKR,3,79,174,41.0,2.0,65,Wankhede Stadium,95
53101,DC,CSK,5,66,177,36.0,2.0,51,Others,111
4281,RPS,GL,5,161,161,60.0,1.0,2,Maharashtra Cricket Association Stadium,0
30107,KTK,HDC,7,48,129,19.0,1.0,55,Others,81
21787,KXIP,RR,8,140,183,26.0,4.0,14,"Punjab Cricket Association Stadium, Mohali",43
79909,KXIP,KKR,3,65,223,37.0,2.0,70,Eden Gardens,158
50182,KXIP,SRH,1,26,150,38.45717232572607,1.3591565436626174,95,"Punjab Cricket Association Stadium, Mohali",124
29282,RCB,KKR,0,90,171,56.0,0.0,64,Eden Gardens,81
53237,SRH,KXIP,8,114,193,23.0,3.0,15,Others,79
628,SRH,GL,1,66,135,55.0,1.0,78,"Rajiv Gandhi International Stadium, Uppal",69
79960,KXIP,KKR,4,153,223,52.0,1.0,21,Eden Gardens,70
4431,RPS,KKR,2,60,155,56.0,2.0,89,Eden Gardens,95
20309,RCB,KXIP,0,10,203,38.45717232572607,1.3591565436626174,107,M Chinnaswamy Stadium,193
82458,RR,MI,2,173,191,54.0,1.0,20,Wankhede Stadium,18
76762,RCB,SRH,2,69,155,38.0,1.0,69,"Rajiv Gandhi International Stadium, Uppal",86
12553,RR,MI,5,143,145,53.0,0.0,1,Sawai Mansingh Stadium,2
25980,DC,HDC,7,99,145,31.0,3.0,23,Feroz Shah Kotla,46
49858,PWI,KKR,3,48,152,19.0,1.0,61,Subrata Roy Sahara Stadium,104
12099,CSK,RR,1,68,211,55.0,1.0,81,"MA Chidambaram Stadium, Chepauk",143
75333,MI,CSK,0,27,176,38.45717232572607,1.3591565436626174,102,Maharashtra Cricket Association Stadium,149
35634,MI,HDC,1,10,138,38.45717232572607,1.3591565436626174,101,Others,128
55455,KKR,DC,1,139,160,37.0,1.0,23,Feroz Shah Kotla,21
64010,DC,SRH,1,17,163,38.45717232572607,1.3591565436626174,99,Others,146
78257,CSK,DC,2,91,171,40.0,1.0,42,Feroz Shah Kotla,80
52033,MI,RR,0,70,165,38.0,0.0,66,Eden Gardens,95
46436,RCB,RR,3,123,117,39.0,0.0,13,M Chinnaswamy Stadium,-6
85103,SRH,MI,0,12,170,38.45717232572607,1.3591565436626174,109,Wankhede Stadium,158
11262,HDC,MI,4,86,178,33.0,1.0,39,"Rajiv Gandhi International Stadium, Uppal",92
67509,SRH,KXIP,0,8,143,38.45717232572607,1.3591565436626174,110,"Rajiv Gandhi International Stadium, Uppal",135
22882,RR,DC,2,20,188,38.45717232572607,1.3591565436626174,102,Feroz Shah Kotla,168
34986,MI,PWI,5,74,129,26.0,2.0,30,Wankhede Stadium,55
12171,CSK,RR,4,185,211,44.0,2.0,12,"MA Chidambaram Stadium, Chepauk",26
29475,HDC,MI,1,20,172,38.45717232572607,1.3591565436626174,106,"Rajiv Gandhi International Stadium, Uppal",152
41159,KKR,MI,1,3,182,38.45717232572607,1.3591565436626174,113,Eden Gardens,179
61748,RCB,RR,0,4,130,38.45717232572607,1.3591565436626174,113,Others,126
51810,MI,CSK,3,96,192,46.0,2.0,56,Feroz Shah Kotla,96
16847,CSK,RR,1,23,140,38.45717232572607,1.3591565436626174,95,Others,117
43263,DC,CSK,8,136,222,37.0,5.0,23,"MA Chidambaram Stadium, Chepauk",86
73700,CSK,KXIP,5,200,198,66.0,1.0,0,"Punjab Cricket Association Stadium, Mohali",-2
77039,KKR,MI,8,94,217,27.0,4.0,36,Eden Gardens,123
5663,RPS,DC,1,22,168,38.45717232572607,1.3591565436626174,101,Feroz Shah Kotla,146
63035,KXIP,MI,4,133,172,35.0,1.0,11,"Punjab Cricket Association Stadium, Mohali",39
31819,KXIP,RCB,2,23,205,38.45717232572607,1.3591565436626174,97,M Chinnaswamy Stadium,182
60855,KKR,KXIP,1,26,155,38.45717232572607,1.3591565436626174,97,Maharashtra Cricket Association Stadium,129
67813,KKR,RPS,3,94,160,30.0,0.0,46,Maharashtra Cricket Association Stadium,66
5352,KKR,KXIP,3,90,167,24.0,2.0,45,"Punjab Cricket Association Stadium, Mohali",77
4517,RPS,KKR,6,158,155,27.0,2.0,4,Eden Gardens,-3
22993,HDC,KKR,1,32,181,38.45717232572607,1.3591565436626174,102,Eden Gardens,149
45288,RR,KXIP,0,23,124,38.45717232572607,1.3591565436626174,102,Sawai Mansingh Stadium,101
10055,KXIP,CSK,0,12,181,38.45717232572607,1.3591565436626174,114,"MA Chidambaram Stadium, Chepauk",169
60402,DC,KXIP,2,61,165,37.0,1.0,70,Maharashtra Cricket Association Stadium,104
5373,KKR,KXIP,3,123,167,41.0,0.0,25,"Punjab Cricket Association Stadium, Mohali",44
64503,DC,CSK,1,23,119,38.45717232572607,1.3591565436626174,98,Others,96
63801,MI,CSK,0,74,158,45.0,0.0,69,"MA Chidambaram Stadium, Chepauk",84
40453,RCB,HDC,5,149,181,48.0,4.0,17,M Chinnaswamy Stadium,32
43749,DC,RR,0,4,165,38.45717232572607,1.3591565436626174,114,Feroz Shah Kotla,161
65347,RR,RCB,5,87,180,25.0,2.0,35,Maharashtra Cricket Association Stadium,93
43997,KXIP,PWI,0,4,99,38.45717232572607,1.3591565436626174,118,Subrata Roy Sahara Stadium,95
74579,SRH,CSK,6,169,186,63.0,2.0,3,"Rajiv Gandhi International Stadium, Uppal",17
21351,CSK,KXIP,0,49,136,41.0,0.0,82,"MA Chidambaram Stadium, Chepauk",87
33746,KKR,PWI,2,61,118,28.0,1.0,69,Dr DY Patil Sports Academy,57
67986,RPS,SRH,0,0,118,38.45717232572607,1.3591565436626174,116,"Rajiv Gandhi International Stadium, Uppal",118
66137,MI,KKR,3,140,187,52.0,1.0,28,Eden Gardens,47
32874,KXIP,KTK,2,31,178,38.45717232572607,1.3591565436626174,91,Others,147
69135,KXIP,KKR,1,7,164,38.45717232572607,1.3591565436626174,107,Eden Gardens,157
59876,MI,KXIP,1,3,177,38.45717232572607,1.3591565436626174,114,Wankhede Stadium,174
12397,KKR,KXIP,4,101,174,32.0,1.0,34,Eden Gardens,73
55170,CSK,DC,0,69,178,23.0,0.0,63,Feroz Shah Kotla,109
42711,RCB,HDC,2,44,132,23.0,2.0,80,"Rajiv Gandhi International Stadium, Uppal",88
53489,RCB,KKR,4,145,150,31.0,2.0,3,Others,5
24434,HDC,CSK,1,35,138,38.45717232572607,1.3591565436626174,93,Others,103
47088,MI,KKR,2,80,159,49.0,1.0,59,Eden Gardens,79
15396,KXIP,RCB,3,90,145,35.0,3.0,39,Others,55
17466,MI,KXIP,2,50,119,41.0,1.0,73,Others,69
36995,RR,HDC,0,5,196,38.45717232572607,1.3591565436626174,114,Sawai Mansingh Stadium,191
23694,HDC,RR,0,2,159,38.45717232572607,1.3591565436626174,114,Others,157
80661,RR,CSK,4,85,182,35.0,1.0,52,Others,97
67472,MI,DC,4,117,164,34.0,2.0,25,Feroz Shah Kotla,47
49428,RR,DC,1,126,154,48.0,1.0,30,Sawai Mansingh Stadium,28
26402,RCB,HDC,0,33,82,20.0,0.0,80,Dr DY Patil Sports Academy,49
17199,RR,HDC,2,20,166,38.45717232572607,1.3591565436626174,95,Others,146
60458,DC,KXIP,2,151,165,56.0,0.0,16,Maharashtra Cricket Association Stadium,14
46148,SRH,KXIP,2,54,123,34.0,1.0,64,"Rajiv Gandhi International Stadium, Uppal",69
24067,DC,KKR,1,24,181,38.45717232572607,1.3591565436626174,94,Eden Gardens,157
3221,KKR,RPS,1,22,182,38.45717232572607,1.3591565436626174,99,Maharashtra Cricket Association Stadium,160
20133,CSK,HDC,5,78,190,44.0,1.0,54,"MA Chidambaram Stadium, Chepauk",112
24569,RCB,KKR,1,53,160,45.0,1.0,77,M Chinnaswamy Stadium,107
39817,PWI,MI,4,79,120,31.0,0.0,27,Subrata Roy Sahara Stadium,41
24026,RR,KXIP,1,140,153,48.0,1.0,43,Sawai Mansingh Stadium,13
45867,PWI,SRH,7,108,119,29.0,3.0,9,Subrata Roy Sahara Stadium,11
38265,RR,RCB,4,101,189,39.0,3.0,33,Sawai Mansingh Stadium,88
34420,MI,KKR,2,87,147,32.0,2.0,59,Wankhede Stadium,60
80616,RR,CSK,3,25,182,38.45717232572607,1.3591565436626174,95,Others,157
72480,KXIP,DC,0,16,172,38.45717232572607,1.3591565436626174,113,"Punjab Cricket Association Stadium, Mohali",156
74346,KXIP,KKR,1,121,200,48.0,1.0,55,Eden Gardens,79
4521,DC,GL,0,5,208,38.45717232572607,1.3591565436626174,116,Feroz Shah Kotla,203
21228,DC,HDC,1,58,171,33.0,1.0,80,Others,113
35793,RCB,KKR,5,41,165,22.0,3.0,62,M Chinnaswamy Stadium,124
56929,DC,RR,9,125,201,35.0,2.0,7,Others,76
32660,RCB,RR,1,72,146,49.0,1.0,75,Sawai Mansingh Stadium,74
28170,RCB,CSK,5,123,183,41.0,1.0,23,"MA Chidambaram Stadium, Chepauk",60
51777,MI,CSK,1,40,192,36.0,1.0,89,Feroz Shah Kotla,152
62282,DC,KKR,0,10,171,38.45717232572607,1.3591565436626174,111,Eden Gardens,161
29148,CSK,MI,2,62,164,36.0,2.0,71,Wankhede Stadium,102
39724,PWI,MI,0,1,120,38.45717232572607,1.3591565436626174,118,Subrata Roy Sahara Stadium,119
2339,DC,SRH,1,39,191,38.45717232572607,1.3591565436626174,94,"Rajiv Gandhi International Stadium, Uppal",152
81184,SRH,DC,4,119,134,24.0,2.0,27,Feroz Shah Kotla,15
18171,HDC,KKR,0,50,160,45.0,0.0,84,Others,110
28520,KTK,CSK,0,0,131,38.45717232572607,1.3591565436626174,118,Others,131
24003,RR,KXIP,0,109,153,50.0,0.0,64,Sawai Mansingh Stadium,44
47126,MI,KKR,3,128,159,40.0,0.0,21,Eden Gardens,31
17080,DC,KKR,0,17,123,38.45717232572607,1.3591565436626174,106,Others,106
75204,KKR,DC,2,21,223,38.45717232572607,1.3591565436626174,106,Feroz Shah Kotla,202
65531,CSK,MI,1,26,202,38.45717232572607,1.3591565436626174,90,Eden Gardens,176
62484,KKR,CSK,4,83,134,16.0,1.0,36,"MA Chidambaram Stadium, Chepauk",51
55882,CSK,MI,0,14,157,38.45717232572607,1.3591565436626174,107,Wankhede Stadium,143
39193,MI,HDC,2,44,100,30.0,1.0,71,Wankhede Stadium,56
40828,RCB,MI,0,22,141,38.45717232572607,1.3591565436626174,95,Wankhede Stadium,119
85238,KKR,KXIP,0,36,186,38.45717232572607,1.3591565436626174,96,Others,150
81818,KXIP,SRH,1,63,158,35.0,0.0,65,Others,95
60123,RR,MI,0,14,164,38.45717232572607,1.3591565436626174,104,Others,150
61195,KKR,DC,0,12,146,38.45717232572607,1.3591565436626174,110,Feroz Shah Kotla,134
27425,MI,RCB,1,80,140,40.0,0.0,55,M Chinnaswamy Stadium,60
17145,DC,KKR,3,86,123,26.0,2.0,44,Others,37
72883,CSK,KKR,3,103,207,23.0,2.0,47,"MA Chidambaram Stadium, Chepauk",104
62767,RCB,KKR,1,50,111,38.45717232572607,1.3591565436626174,94,M Chinnaswamy Stadium,61
48008,KXIP,MI,2,21,174,38.45717232572607,1.3591565436626174,99,Wankhede Stadium,153
33411,HDC,PWI,2,82,136,24.0,2.0,52,Dr DY Patil Sports Academy,54
50414,RR,CSK,0,7,141,38.45717232572607,1.3591565436626174,105,Sawai Mansingh Stadium,134
82367,RR,MI,0,8,191,38.45717232572607,1.3591565436626174,109,Wankhede Stadium,183
10417,RR,DC,7,150,156,46.0,3.0,9,Sawai Mansingh Stadium,6
20430,KKR,CSK,2,12,164,38.45717232572607,1.3591565436626174,104,Eden Gardens,152
14640,RR,DC,3,60,143,29.0,1.0,61,Others,83
80339,KXIP,MI,2,175,187,54.0,0.0,12,Others,12
74443,RCB,DC,3,149,186,58.0,1.0,28,M Chinnaswamy Stadium,37
44520,CSK,KXIP,0,84,138,39.0,0.0,43,"Punjab Cricket Association Stadium, Mohali",54
85816,MI,CSK,2,61,136,36.0,0.0,67,Others,75
82736,SRH,DC,0,30,164,38.45717232572607,1.3591565436626174,97,"Rajiv Gandhi International Stadium, Uppal",134
75943,RR,DC,0,21,203,38.45717232572607,1.3591565436626174,111,Feroz Shah Kotla,182
62839,CSK,SRH,2,56,192,42.0,2.0,82,"Rajiv Gandhi International Stadium, Uppal",136
21777,KXIP,RR,6,134,183,27.0,3.0,24,"Punjab Cricket Association Stadium, Mohali",49
22018,KXIP,KKR,1,1,183,38.45717232572607,1.3591565436626174,116,"Punjab Cricket Association Stadium, Mohali",182
81436,KXIP,CSK,3,134,165,34.0,1.0,10,Others,31
21213,DC,HDC,1,39,171,38.45717232572607,1.3591565436626174,95,Others,132
82859,MI,RCB,0,52,179,38.45717232572607,1.3591565436626174,93,Wankhede Stadium,127
49851,PWI,KKR,3,44,152,19.0,1.0,68,Subrata Roy Sahara Stadium,108
23200,RCB,KXIP,3,152,181,60.0,1.0,19,"Punjab Cricket Association Stadium, Mohali",29
33962,KXIP,HDC,5,92,198,21.0,3.0,37,Others,106
40235,MI,CSK,0,8,173,38.45717232572607,1.3591565436626174,108,Wankhede Stadium,165
2086,KXIP,SRH,2,20,159,38.45717232572607,1.3591565436626174,97,"Rajiv Gandhi International Stadium, Uppal",139
69840,GL,KKR,0,14,158,38.45717232572607,1.3591565436626174,106,Eden Gardens,144
36038,RR,MI,5,140,197,55.0,3.0,25,Wankhede Stadium,57
38558,PWI,HDC,2,44,177,39.0,2.0,84,Subrata Roy Sahara Stadium,133
53038,DC,CSK,0,6,177,38.45717232572607,1.3591565436626174,113,Others,171
43408,KKR,DC,1,16,128,38.45717232572607,1.3591565436626174,103,Eden Gardens,112
56978,RCB,CSK,1,30,138,20.0,1.0,79,Others,108
